timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1500293027.170921,-1.657646,-0.921168,-0.665722,-1.551164,0.568346,2.844014,-0.602611,0.796308,0.052468,-0.657384,-0.099348,-0.197762,-43.686142,26.749519,0.467644,,,,,,,
1500293027.181498,-1.677457,-0.949861,-0.696118,-1.394123,0.396466,2.867617,-0.578490,0.813335,0.061937,-0.681505,-0.116374,-0.207231,-42.016731,29.292946,0.867266,,,,,,,
1500293027.192074,-1.698906,-0.978244,-0.725404,-1.207096,0.198479,2.838465,-0.553904,0.829518,0.071351,-0.706091,-0.132557,-0.216645,-42.016731,29.292946,0.867266,,,,,,,
1500293027.202652,-1.721278,-1.005792,-0.752972,-0.996973,0.025109,2.756774,-0.529369,0.844586,0.080267,-0.854390,-0.196835,-0.265021,-41.114052,30.537947,1.141439,,,,,,,
1500293027.213229,-1.744091,-1.032217,-0.778844,-0.815777,-0.104446,2.642255,-0.505234,0.858438,0.088442,-1.006088,-0.246591,-0.289049,-39.255394,32.864285,1.785345,,,,,,,
1500293027.223805,-1.766764,-1.056938,-0.802751,-0.647869,-0.217644,2.459293,-0.482132,0.870855,0.095711,-1.029190,-0.259008,-0.296318,-39.255394,32.864285,1.785345,,,,,,,
1500293027.234383,-1.789680,-1.079495,-0.825118,-0.526748,-0.344942,2.240835,-0.460518,0.881720,0.102441,-1.281990,-0.123571,-0.249643,-38.335358,33.914223,2.111867,,,,,,,
1500293027.255536,-1.830621,-1.119892,-0.861573,-0.140609,-0.395913,1.961239,-0.421152,0.900054,0.111957,-1.439932,-0.148879,-0.289706,-36.626686,35.708378,2.762672,,,,,,,
1500293027.244960,-1.811723,-1.100137,-0.845248,-0.371670,-0.408653,2.061761,-0.440376,0.891270,0.108200,-1.420708,-0.140095,-0.285950,-36.626686,35.708378,2.762672,,,,,,,
1500293027.266114,-1.843806,-1.139010,-0.872370,0.124332,-0.289801,1.814567,-0.402995,0.908219,0.112839,-1.442190,-0.371843,-0.277100,-35.839195,36.476536,3.041259,,,,,,,
1500293027.276691,-1.849989,-1.156339,-0.876973,0.311790,-0.157112,1.548168,-0.387100,0.915335,0.110974,-1.458084,-0.378958,-0.275235,-34.367508,37.850361,3.234056,,,,,,,
1500293027.287267,-1.850395,-1.170143,-0.876702,0.375862,-0.030243,1.146047,-0.374874,0.920806,0.107634,-1.470310,-0.384429,-0.271895,-34.367508,37.850361,3.234056,,,,,,,
1500293027.297845,-1.846198,-1.179365,-0.873111,0.358148,0.127406,0.691519,-0.367135,0.924364,0.103746,-1.448584,-0.562578,-0.158922,-33.777573,38.385300,3.143067,,,,,,,
1500293027.308422,-1.836768,-1.183850,-0.866395,0.347887,0.367223,0.229981,-0.364094,0.926066,0.099189,-1.316967,-0.734827,-0.102698,-33.126793,38.975914,2.779991,,,,,,,
1500293027.318998,-1.820882,-1.183826,-0.855553,0.385723,0.614020,-0.209552,-0.365644,0.926057,0.093398,-1.315417,-0.734818,-0.096907,-33.126793,38.975914,2.779991,,,,,,,
1500293027.329576,-1.798545,-1.179375,-0.840039,0.462165,0.791911,-0.645738,-0.371651,0.924368,0.086138,-1.081810,-0.801229,-0.077684,-33.089687,39.027424,2.483402,,,,,,,
1500293027.340153,-1.771262,-1.170753,-0.820279,0.555531,0.866834,-1.049328,-0.381659,0.921044,0.077551,-0.855905,-0.748955,-0.045218,-33.561493,38.669281,1.596121,,,,,,,
1500293027.350729,-1.740626,-1.158522,-0.796346,0.696968,0.792457,-1.376493,-0.394930,0.916212,0.067723,-0.842635,-0.744123,-0.035390,-33.561493,38.669281,1.596121,,,,,,,
1500293027.361307,-1.709924,-1.143490,-0.770131,0.810870,0.577159,-1.609990,-0.410416,0.910085,0.057471,-0.827148,-0.737997,-0.025138,-34.036316,38.270939,1.048347,,,,,,,
1500293027.371884,-1.681073,-1.126628,-0.742531,0.917472,0.283684,-1.747135,-0.427097,0.902968,0.047291,-0.627972,-0.643325,0.030102,-35.277309,37.144913,-0.034707,,,,,,,
1500293027.382460,-1.656186,-1.108669,-0.714812,0.998186,-0.103380,-1.816115,-0.444228,0.895106,0.038025,-0.610841,-0.635463,0.039368,-35.277309,37.144913,-0.034707,,,,,,,
1500293027.393038,-1.636147,-1.090210,-0.687253,1.061583,-0.539239,-1.830215,-0.461313,0.886724,0.030190,-0.491400,-0.548421,0.047492,-35.964882,36.476574,-0.470695,,,,,,,
1500293027.403615,-1.621373,-1.071639,-0.660435,1.091840,-0.937845,-1.820877,-0.478074,0.877986,0.024200,-0.483718,-0.410777,0.060288,-37.352348,35.045277,-0.930104,,,,,,,
1500293027.414191,-1.611845,-1.053120,-0.635044,1.087923,-1.275002,-1.792897,-0.494445,0.868971,0.020308,-0.467347,-0.401763,0.064180,-37.352348,35.045277,-0.930104,,,,,,,
1500293027.424769,-1.605891,-1.035028,-0.610387,1.117194,-1.502491,-1.746143,-0.510188,0.859876,0.017912,-0.537908,-0.320371,0.010271,-38.028690,34.310455,-0.919872,,,,,,,
1500293027.435346,-1.601455,-1.017161,-0.585715,1.167358,-1.587247,-1.728190,-0.525536,0.850619,0.016117,-0.607505,-0.302447,0.001934,-39.299648,32.855576,-0.532391,,,,,,,
1500293027.445922,-1.597155,-0.999027,-0.560885,1.206711,-1.567664,-1.761188,-0.540933,0.840945,0.014261,-0.592108,-0.292773,0.003790,-39.299648,32.855576,-0.532391,,,,,,,
1500293027.456500,-1.592754,-0.979883,-0.536847,1.197793,-1.445894,-1.868357,-0.556986,0.830432,0.012232,-0.576056,-0.282260,0.005819,-39.901962,32.124653,-0.273448,,,,,,,
1500293027.467077,-1.588070,-0.959242,-0.514452,1.142399,-1.252493,-2.010669,-0.574055,0.818756,0.009917,-0.599162,-0.275940,0.034471,-41.125969,30.542625,0.193344,,,,,,,
1500293027.477654,-1.583163,-0.936740,-0.494294,1.055721,-1.027316,-2.189527,-0.592373,0.805631,0.007326,-0.580845,-0.262815,0.037061,-41.125969,30.542625,0.193344,,,,,,,
,,,,,,,,,,,,,,,,46.907968,-94.376819,435.739075,0.640000,34.804688,1500293026.999921,
1500293027.488231,-1.578495,-0.912355,-0.476795,0.945246,-0.832388,-2.358696,-0.611866,0.790947,0.004711,-0.551021,-0.227013,0.068135,-41.776356,29.645250,0.360469,,,,,,,
1500293027.498808,-1.574270,-0.886264,-0.461591,0.862636,-0.695626,-2.509780,-0.632307,0.774715,0.002196,-0.480394,-0.173061,0.059541,-43.168076,27.575960,0.564162,,,,,,,
1500293027.509384,-1.570817,-0.858839,-0.448302,0.789966,-0.622020,-2.623201,-0.653317,0.757084,0.000013,-0.459384,-0.155430,0.061724,-43.168076,27.575960,0.564162,,,,,,,
1500293027.519962,-1.568288,-0.830375,-0.436313,0.743858,-0.605474,-2.707517,-0.674597,0.738184,-0.001692,-0.397974,-0.062800,0.035643,-43.888390,26.412912,0.634163,,,,,,,
1500293027.530540,-1.566851,-0.801261,-0.425265,0.724343,-0.633924,-2.761455,-0.695796,0.718234,-0.002745,-0.376775,-0.042850,0.036696,-45.308372,23.889956,0.809992,,,,,,,
1500293027.541116,-1.566324,-0.771796,-0.414621,0.722176,-0.679518,-2.792232,-0.716652,0.697423,-0.003205,-0.355919,-0.022039,0.037156,-45.308372,23.889956,0.809992,,,,,,,
1500293027.551693,-1.567089,-0.742090,-0.404463,0.705630,-0.746956,-2.809624,-0.737053,0.675829,-0.002732,-0.292107,0.036054,0.018418,-45.982307,22.560501,0.941125,,,,,,,
1500293027.562271,-1.569089,-0.712339,-0.394620,0.701805,-0.823033,-2.808711,-0.756834,0.653606,-0.001292,-0.251589,0.092000,0.002574,-47.221798,19.812235,1.346108,,,,,,,
1500293027.572847,-1.572106,-0.682747,-0.385208,0.675596,-0.864160,-2.797841,-0.775842,0.630927,0.001016,-0.232581,0.114679,0.000266,-47.221798,19.812235,1.346108,,,,,,,
1500293027.583424,-1.575712,-0.653257,-0.376284,0.644819,-0.857004,-2.784320,-0.794099,0.607776,0.003903,-0.206984,0.157941,0.002414,-47.775372,18.414829,1.625625,,,,,,,
1500293027.594002,-1.579457,-0.623972,-0.367984,0.598919,-0.806327,-2.774274,-0.811534,0.584264,0.007029,-0.181386,0.197414,0.008306,-48.743141,15.595037,2.266220,,,,,,,
1500293027.604578,-1.583140,-0.594801,-0.360514,0.530658,-0.730312,-2.759207,-0.828197,0.560344,0.010223,-0.164723,0.221334,0.005112,-48.743141,15.595037,2.266220,,,,,,,
1500293027.615155,-1.586479,-0.565799,-0.354161,0.443715,-0.613197,-2.746398,-0.844057,0.536090,0.013238,-0.135542,0.258465,0.015616,-49.159241,14.174948,2.583524,,,,,,,
1500293027.625733,-1.589272,-0.536965,-0.348931,0.352064,-0.490052,-2.732337,-0.859118,0.511531,0.015875,-0.120481,0.283025,0.012980,-49.861580,11.324574,3.132300,,,,,,,
1500293027.636309,-1.591226,-0.508321,-0.344676,0.276814,-0.351354,-2.704767,-0.873381,0.486711,0.017845,-0.106218,0.307845,0.011009,-49.861580,11.324574,3.132300,,,,,,,
1500293027.646886,-1.592316,-0.480071,-0.341481,0.191989,-0.213968,-2.664957,-0.886757,0.461842,0.019086,-0.055885,0.337276,0.012332,-50.152176,9.892852,3.335485,,,,,,,
1500293027.657464,-1.592546,-0.452332,-0.339100,0.128205,-0.093604,-2.615449,-0.899218,0.437064,0.019561,0.008455,0.368402,0.009156,-50.613491,7.058470,3.561881,,,,,,,
1500293027.668040,-1.592256,-0.425268,-0.337489,0.069923,-0.014497,-2.545315,-0.910718,0.412565,0.019546,0.019956,0.392900,0.009171,-50.613491,7.058470,3.561881,,,,,,,
1500293027.678617,-1.591584,-0.399091,-0.336418,0.037197,0.035382,-2.452079,-0.921216,0.388581,0.019153,0.083203,0.428787,0.007901,-50.785362,5.670427,3.595520,,,,,,,
1500293027.689195,-1.590812,-0.374103,-0.335817,-0.007771,0.053606,-2.329593,-0.930649,0.365438,0.018630,0.148987,0.441722,0.001420,-51.014065,3.009584,3.569632,,,,,,,
1500293027.699771,-1.590277,-0.350519,-0.335595,-0.030503,0.035556,-2.204833,-0.939016,0.343385,0.018295,0.157354,0.463774,0.001755,-51.014065,3.009584,3.569632,,,,,,,
1500293027.710348,-1.590187,-0.328217,-0.335637,-0.045202,-0.003146,-2.067929,-0.946441,0.322356,0.018354,0.164779,0.484804,0.001696,-51.073982,1.771574,3.541838,,,,,,,
1500293027.720926,-1.590630,-0.307587,-0.335830,-0.064822,-0.048029,-1.915138,-0.952880,0.302759,0.018901,0.210921,0.469640,-0.002803,-51.102768,-0.502891,3.533948,,,,,,,
1500293027.731502,-1.591253,-0.288315,-0.336368,-0.090982,-0.035889,-1.790249,-0.958524,0.284337,0.019611,0.216565,0.488063,-0.003513,-51.102768,-0.502891,3.533948,,,,,,,
1500293027.742079,-1.591570,-0.270168,-0.337390,-0.141471,0.006721,-1.692130,-0.963518,0.266893,0.020019,0.263170,0.441267,0.006516,-51.080711,-1.523283,3.560239,,,,,,,
1500293027.752657,-1.591638,-0.252952,-0.339169,-0.217829,0.047004,-1.600112,-0.967968,0.250263,0.020177,0.291454,0.411114,0.022593,-50.991314,-3.386147,3.557330,,,,,,,
1500293027.763233,-1.591466,-0.236603,-0.341785,-0.290450,0.083833,-1.526467,-0.971932,0.234401,0.020093,0.295419,0.426976,0.022678,-50.991314,-3.386147,3.557330,,,,,,,
1500293027.773811,-1.591151,-0.220929,-0.345389,-0.384262,0.112282,-1.457730,-0.975492,0.219136,0.019859,0.253889,0.519847,0.054726,-50.929813,-4.245148,3.516683,,,,,,,
1500293027.784388,-1.590728,-0.206175,-0.350088,-0.490223,0.142860,-1.357156,-0.978627,0.204718,0.019508,0.274510,0.580912,0.076912,-50.780205,-5.855873,3.363629,,,,,,,
1500293027.794964,-1.589596,-0.192958,-0.355751,-0.564809,0.245275,-1.195136,-0.981268,0.191762,0.018450,0.277151,0.593867,0.077971,-50.780205,-5.855873,3.363629,,,,,,,
1500293027.805542,-1.586896,-0.181816,-0.362204,-0.632615,0.408848,-0.988819,-0.983390,0.180816,0.015833,0.279273,0.604814,0.080587,-50.699020,-6.582301,3.243045,,,,,,,
1500293027.816119,-1.582473,-0.172728,-0.369252,-0.680066,0.577468,-0.808199,-0.985052,0.171871,0.011503,0.394186,0.536015,0.083255,-50.564430,-7.738725,2.754069,,,,,,,
1500293027.826695,-1.576328,-0.165609,-0.376997,-0.740550,0.747254,-0.621442,-0.986303,0.164853,0.005456,0.395437,0.543033,0.089301,-50.564430,-7.738725,2.754069,,,,,,,
1500293027.837273,-1.568668,-0.160560,-0.385260,-0.780062,0.884310,-0.423830,-0.987136,0.159871,-0.002101,0.521559,0.430400,0.098887,-50.517258,-8.164019,2.364322,,,,,,,
1500293027.847850,-1.559864,-0.157635,-0.393636,-0.777200,0.981536,-0.233766,-0.987542,0.156983,-0.010796,0.580789,0.345092,0.116235,-50.465370,-8.702234,1.323663,,,,,,,
1500293027.858426,-1.550633,-0.156843,-0.401868,-0.759408,0.985724,-0.039207,-0.987525,0.156201,-0.019915,0.580771,0.345875,0.125353,-50.465370,-8.702234,1.323663,,,,,,,
1500293027.869004,-1.541947,-0.157858,-0.409640,-0.721523,0.909365,0.122078,-0.987155,0.157203,-0.028487,0.546192,0.339943,0.142317,-50.459053,-8.808931,0.721996,,,,,,,
1500293027.890157,-1.529974,-0.165549,-0.423586,-0.618530,0.507543,0.464160,-0.985506,0.164794,-0.040253,0.544543,0.332353,0.154084,-50.477688,-8.722407,-0.396416,,,,,,,
1500293027.879581,-1.534876,-0.160809,-0.416955,-0.680597,0.732576,0.297512,-0.986461,0.160117,-0.035449,0.545498,0.337030,0.149280,-50.477688,-8.722407,-0.396416,,,,,,,
1500293027.900735,-1.527561,-0.171795,-0.429373,-0.545527,0.258681,0.595212,-0.984359,0.170951,-0.042586,0.474547,0.341896,0.152800,-50.504429,-8.536145,-0.819237,,,,,,,
1500293027.911312,-1.527349,-0.179089,-0.434278,-0.469568,0.053641,0.688509,-0.983078,0.178133,-0.042739,0.378982,0.375547,0.161941,-50.595207,-7.922294,-1.263760,,,,,,,
1500293027.921888,-1.528722,-0.187370,-0.438441,-0.404180,-0.089954,0.797978,-0.981628,0.186275,-0.041325,0.377533,0.367405,0.160527,-50.595207,-7.922294,-1.263760,,,,,,,
1500293027.932466,-1.531022,-0.196967,-0.441842,-0.329312,-0.168507,0.923613,-0.979889,0.195695,-0.038995,0.332199,0.393340,0.161447,-50.653141,-7.535456,-1.308066,,,,,,,
1500293027.943043,-1.533587,-0.207737,-0.444230,-0.235314,-0.203522,1.039618,-0.977823,0.206246,-0.036401,0.338678,0.372779,0.131921,-50.790001,-6.570147,-1.201396,,,,,,,
1500293027.953619,-1.536237,-0.219836,-0.445295,-0.109723,-0.239966,1.175164,-0.975350,0.218070,-0.033721,0.336206,0.360956,0.129241,-50.790001,-6.570147,-1.201396,,,,,,,
1500293027.964197,-1.539038,-0.233348,-0.444831,0.035832,-0.284921,1.314325,-0.972407,0.231236,-0.030892,0.359812,0.319865,0.132622,-50.863781,-5.991430,-1.101399,,,,,,,
1500293027.974775,-1.541611,-0.247987,-0.442925,0.163169,-0.285994,1.412082,-0.968996,0.245453,-0.028288,0.356401,0.305648,0.130018,-51.012230,-4.618131,-0.812264,,,,,,,
1500293027.985351,-1.543781,-0.263778,-0.439713,0.280876,-0.279995,1.529457,-0.965060,0.260730,-0.026078,0.352465,0.290372,0.127808,-51.012230,-4.618131,-0.812264,,,,,,,
1500293027.995928,-1.545518,-0.280656,-0.435746,0.326937,-0.254441,1.631078,-0.960567,0.276986,-0.024287,0.375270,0.218574,0.167949,-51.078941,-3.841099,-0.649771,,,,,,,
1500293028.017081,-1.547482,-0.318121,-0.428589,0.209044,-0.145454,1.870259,-0.949567,0.312782,-0.022142,0.390851,0.136666,0.248949,-51.182793,-2.106273,-0.346375,,,,,,,
1500293028.006505,-1.546734,-0.298743,-0.431715,0.311593,-0.208435,1.748753,-0.955431,0.294319,-0.022994,0.396715,0.155128,0.249801,-51.182793,-2.106273,-0.346375,,,,,,,
1500293028.027659,-1.548322,-0.339039,-0.427295,0.018913,-0.110347,2.013765,-0.942837,0.332581,-0.021194,0.397930,0.097885,0.315063,-51.213943,-1.144612,-0.237488,,,,,,,
1500293028.038237,-1.549436,-0.361554,-0.428501,-0.212412,-0.054674,2.158622,-0.935135,0.353728,-0.019978,0.360413,0.080354,0.328816,-51.217373,1.001404,-0.111400,,,,,,,
1500293028.048813,-1.551246,-0.385335,-0.432499,-0.459884,-0.022776,2.265464,-0.926496,0.375869,-0.018116,0.351773,0.058213,0.326954,-51.217373,1.001404,-0.111400,,,,,,,
1500293028.059390,-1.553962,-0.410186,-0.439329,-0.694396,-0.000530,2.369805,-0.916917,0.398780,-0.015437,0.342195,0.035302,0.324275,-51.180550,2.186197,-0.080155,,,,,,,
1500293028.069968,-1.557743,-0.435922,-0.448897,-0.914327,0.020848,2.436195,-0.906404,0.422246,-0.011833,0.270845,0.027171,0.268989,-51.010006,4.713140,-0.024519,,,,,,,
1500293028.080544,-1.562334,-0.462267,-0.460865,-1.089235,0.074866,2.492885,-0.895012,0.445978,-0.007574,0.259453,0.003439,0.264730,-51.010006,4.713140,-0.024519,,,,,,,
1500293028.091121,-1.567340,-0.489327,-0.475207,-1.266531,0.179428,2.568140,-0.882644,0.470032,-0.003051,0.157196,0.026138,0.195174,-50.870667,6.034043,0.013716,,,,,,,
1500293028.101699,-1.572511,-0.516894,-0.492002,-1.432813,0.309586,2.616569,-0.869357,0.494182,0.001491,0.051669,0.056996,0.130986,-50.472000,8.764149,0.041315,,,,,,,
1500293028.112275,-1.577938,-0.544842,-0.511021,-1.569596,0.428900,2.658805,-0.855187,0.518283,0.006108,0.037499,0.032895,0.126369,-50.472000,8.764149,0.041315,,,,,,,
1500293028.122852,-1.583575,-0.572985,-0.532006,-1.679088,0.547123,2.685102,-0.840218,0.542143,0.010737,-0.062614,0.025179,0.051549,-50.209007,10.163176,0.008734,,,,,,,
1500293028.133430,-1.589385,-0.601244,-0.554641,-1.757917,0.661709,2.708905,-0.824490,0.565669,0.015328,-0.176487,0.008244,0.000755,-49.552917,12.989422,-0.134440,,,,,,,
1500293028.144006,-1.595773,-0.629772,-0.578792,-1.818193,0.735092,2.745978,-0.807910,0.588961,0.020183,-0.193067,-0.015047,-0.004100,-49.552917,12.989422,-0.134440,,,,,,,
1500293028.154583,-1.603002,-0.658414,-0.604295,-1.852502,0.771151,2.768188,-0.790554,0.611863,0.025469,-0.210423,-0.037949,-0.009386,-49.157623,14.412124,-0.231061,,,,,,,
1500293028.165161,-1.610967,-0.686898,-0.630485,-1.831107,0.796551,2.760929,-0.772593,0.634142,0.031052,-0.351751,-0.063509,-0.070267,-48.228172,17.266121,-0.398891,,,,,,,
1500293028.175737,-1.619550,-0.714864,-0.656793,-1.757472,0.784871,2.709412,-0.754285,0.655515,0.036804,-0.370059,-0.084882,-0.076019,-48.228172,17.266121,-0.398891,,,,,,,
1500293028.186314,-1.628560,-0.742035,-0.682064,-1.602555,0.716468,2.644118,-0.735866,0.675789,0.042554,-0.534795,-0.105263,-0.159192,-47.701580,18.670399,-0.458346,,,,,,,
1500293028.196892,-1.637694,-0.768237,-0.705106,-1.366128,0.595137,2.546708,-0.717528,0.694868,0.048073,-0.642747,-0.157332,-0.230339,-46.569759,21.336466,-0.497460,,,,,,,
1500293028.207468,-1.646676,-0.793724,-0.724710,-1.065522,0.411804,2.485686,-0.699177,0.712970,0.053155,-0.661098,-0.175433,-0.235422,-46.569759,21.336466,-0.497460,,,,,,,
1500293028.218045,-1.655031,-0.818797,-0.740267,-0.741416,0.219955,2.428274,-0.680678,0.730325,0.057472,-0.722902,-0.241220,-0.254128,-45.979813,22.580410,-0.465397,,,,,,,
1500293028.228623,-1.662788,-0.843422,-0.751808,-0.458522,0.028189,2.367235,-0.662099,0.746923,0.061080,-0.741481,-0.257818,-0.257735,-44.749115,24.933022,-0.308811,,,,,,,
1500293028.239199,-1.670070,-0.867143,-0.759960,-0.233939,-0.152166,2.256133,-0.643822,0.762484,0.064126,-0.759758,-0.273378,-0.260781,-44.749115,24.933022,-0.308811,,,,,,,
1500293028.249776,-1.676906,-0.889697,-0.764830,-0.024280,-0.332183,2.110786,-0.626106,0.776881,0.066686,-0.833321,-0.329081,-0.235799,-44.119450,26.032129,-0.192828,,,,,,,
1500293028.270930,-1.686483,-0.929814,-0.763972,0.369422,-0.577807,1.727592,-0.593986,0.801508,0.069025,-0.937187,-0.398707,-0.209146,-42.892727,28.007799,0.108539,,,,,,,
1500293028.260354,-1.682443,-0.910684,-0.766160,0.190649,-0.452763,1.936310,-0.609387,0.789924,0.068320,-0.921786,-0.387122,-0.208442,-42.892727,28.007799,0.108539,,,,,,,
1500293028.281507,-1.689620,-0.946852,-0.758983,0.489251,-0.708807,1.517686,-0.580121,0.811581,0.069258,-1.107867,-0.288296,-0.111159,-42.324272,28.858727,0.254442,,,,,,,
1500293028.292085,-1.692277,-0.962173,-0.752207,0.556769,-0.790743,1.361875,-0.567525,0.820436,0.069285,-1.211482,-0.234865,-0.027872,-41.335541,30.253777,0.562744,,,,,,,
1500293028.302661,-1.694258,-0.976756,-0.744241,0.604463,-0.804807,1.310375,-0.555453,0.828686,0.068928,-1.223554,-0.243115,-0.027515,-41.335541,30.253777,0.562744,,,,,,,
1500293028.313239,-1.694309,-0.991127,-0.735072,0.655877,-0.693516,1.282638,-0.543574,0.836644,0.067482,-1.166020,-0.414738,0.024498,-40.896420,30.841335,0.727829,,,,,,,
1500293028.323816,-1.692343,-1.004796,-0.725692,0.615119,-0.505504,1.197800,-0.532304,0.844052,0.065020,-1.177290,-0.422147,0.026960,-40.030418,31.952381,0.919470,,,,,,,
1500293028.334392,-1.689114,-1.016761,-0.718005,0.478990,-0.245308,1.025255,-0.522445,0.850408,0.062105,-1.187150,-0.428503,0.029875,-40.030418,31.952381,0.919470,,,,,,,
1500293028.344970,-1.685233,-1.026310,-0.713292,0.288112,0.064840,0.812592,-0.514591,0.855393,0.059147,-1.125607,-0.624711,0.111447,-39.630001,32.448082,0.905251,,,,,,,
1500293028.355547,-1.680129,-1.032808,-0.711054,0.144099,0.382878,0.525271,-0.509350,0.858741,0.055912,-1.023166,-0.807868,0.100888,-39.033398,33.168739,0.680653,,,,,,,
1500293028.366123,-1.673142,-1.035949,-0.710124,0.062686,0.641951,0.208275,-0.507042,0.860347,0.052076,-1.025474,-0.809474,0.104724,-39.033398,33.168739,0.680653,,,,,,,
1500293028.376701,-1.663999,-1.035371,-0.708710,0.063801,0.772116,-0.150940,-0.507993,0.860052,0.047484,-0.920841,-0.827093,0.048998,-38.878113,33.354500,0.451920,,,,,,,
1500293028.387278,-1.653304,-1.031111,-0.705521,0.145485,0.730607,-0.498711,-0.512118,0.857870,0.042350,-0.804761,-0.746100,-0.014915,-38.923237,33.304314,-0.196469,,,,,,,
1500293028.397854,-1.641947,-1.023892,-0.699288,0.290378,0.504716,-0.765322,-0.518730,0.854138,0.036971,-0.798149,-0.742368,-0.009535,-38.923237,33.304314,-0.196469,,,,,,,
,,,,,,,,,,,,,,,,46.907961,-94.376814,435.025452,0.700000,34.804688,1500293027.999922,
1500293028.408432,-1.630717,-1.014677,-0.689271,0.483261,0.158353,-0.939483,-0.526946,0.849310,0.031613,-0.789933,-0.737540,-0.004177,-39.120850,33.068130,-0.540869,,,,,,,
1500293028.419009,-1.620643,-1.003900,-0.675534,0.683842,-0.254683,-1.087006,-0.536350,0.843572,0.026757,-0.680050,-0.627248,-0.025415,-39.738247,32.311169,-1.046373,,,,,,,
1500293028.429585,-1.612910,-0.991860,-0.658682,0.848497,-0.729533,-1.205380,-0.546649,0.837045,0.023035,-0.669751,-0.620721,-0.021692,-39.738247,32.311169,-1.046373,,,,,,,
1500293028.440163,-1.608667,-0.978644,-0.640220,0.928325,-1.153682,-1.311222,-0.557748,0.829741,0.021132,-0.646094,-0.488036,-0.009047,-40.121628,31.830753,-1.136945,,,,,,,
1500293028.450741,-1.607767,-0.964389,-0.621340,0.964845,-1.458343,-1.405514,-0.569530,0.821701,0.021066,-0.682438,-0.399063,0.011405,-40.994484,30.707893,-0.843842,,,,,,,
1500293028.461317,-1.609122,-0.949290,-0.602698,0.958221,-1.594021,-1.486827,-0.581833,0.813002,0.022310,-0.670136,-0.390365,0.010161,-40.994484,30.707893,-0.843842,,,,,,,
1500293028.471894,-1.611710,-0.933452,-0.585101,0.903639,-1.576441,-1.551552,-0.594565,0.803679,0.024340,-0.702859,-0.346694,0.026930,-41.462959,30.080036,-0.499290,,,,,,,
1500293028.482471,-1.614551,-0.916576,-0.569275,0.807731,-1.409832,-1.664565,-0.607958,0.793523,0.026618,-0.689466,-0.336537,0.024651,-42.423260,28.712269,0.327626,,,,,,,
1500293028.493047,-1.616536,-0.898121,-0.555685,0.677425,-1.122009,-1.822318,-0.622429,0.782158,0.028490,-0.674996,-0.325172,0.022780,-42.423260,28.712269,0.327626,,,,,,,
1500293028.503625,-1.617134,-0.877788,-0.544918,0.512216,-0.750702,-1.993151,-0.638169,0.769328,0.029592,-0.693802,-0.319148,0.054651,-42.925255,27.949333,0.701266,,,,,,,
1500293028.514203,-1.615968,-0.855552,-0.537134,0.336571,-0.355163,-2.171216,-0.655133,0.754933,0.029614,-0.640125,-0.306645,0.081242,-44.024281,26.167948,1.155857,,,,,,,
1500293028.524779,-1.613191,-0.831418,-0.532128,0.175867,-0.010518,-2.332375,-0.673223,0.738888,0.028558,-0.622034,-0.290600,0.082297,-44.024281,26.167948,1.155857,,,,,,,
1500293028.535356,-1.609198,-0.805616,-0.529238,0.068878,0.233728,-2.481766,-0.692157,0.721257,0.026593,-0.477765,-0.242101,0.065188,-44.621376,25.134222,1.199258,,,,,,,
1500293028.545934,-1.604340,-0.778517,-0.527640,0.001112,0.383329,-2.587537,-0.711555,0.702224,0.023877,-0.329705,-0.185730,0.010180,-45.862976,22.800018,0.990567,,,,,,,
1500293028.556510,-1.599183,-0.750639,-0.526590,-0.009817,0.420153,-2.649779,-0.730959,0.682106,0.020755,-0.310301,-0.165611,0.013302,-45.862976,22.800018,0.990567,,,,,,,
1500293028.567087,-1.594251,-0.722369,-0.525303,0.035177,0.366085,-2.684310,-0.750035,0.661164,0.017595,-0.200145,-0.094453,-0.038561,-46.477608,21.527489,0.796048,,,,,,,
1500293028.577665,-1.589982,-0.694009,-0.523237,0.111352,0.244038,-2.684892,-0.768547,0.639624,0.014747,-0.181633,-0.072912,-0.035713,-47.623669,18.869297,0.412714,,,,,,,
1500293028.588241,-1.586536,-0.665678,-0.520181,0.199177,0.107419,-2.678204,-0.786401,0.617592,0.012379,-0.163779,-0.050881,-0.033344,-47.623669,18.869297,0.412714,,,,,,,
1500293028.598818,-1.584286,-0.637474,-0.516169,0.282119,-0.055817,-2.665502,-0.803529,0.595168,0.010840,-0.089446,-0.004835,-0.065573,-48.141132,17.509655,0.279335,,,,,,,
1500293028.609396,-1.583361,-0.609512,-0.511558,0.335517,-0.204630,-2.641698,-0.819863,0.572468,0.010302,-0.051658,0.045361,-0.057330,-49.052315,14.766930,0.207119,,,,,,,
1500293028.619972,-1.583674,-0.581873,-0.506420,0.380687,-0.331745,-2.612901,-0.835365,0.549590,0.010758,-0.036156,0.068239,-0.057786,-49.052315,14.766930,0.207119,,,,,,,
