timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1500293020.792986,0.104451,0.358641,-0.996721,-0.588044,1.353227,-0.539133,0.097628,-0.351002,-0.931271,-0.050371,-0.041073,-0.086353,11.157084,-31.150837,-39.107285,,,,,,,
,,,,,,,,,,,,,,,,46.907998,-94.376837,436.432983,0.000000,34.804688,1500293020.787464,
,,,,,,,,,,,,,,,,46.907998,-94.376837,436.432983,0.000000,34.804688,1500293019.999922,
1500293020.814140,0.130784,0.349221,-1.009940,-0.314101,0.758786,-0.666678,0.122540,-0.342166,-0.931615,-0.002209,-0.066800,0.039434,12.612198,-30.489624,-39.186092,,,,,,,
1500293020.824717,0.137213,0.344984,-1.016720,-0.324499,0.255017,-0.640602,0.128724,-0.338182,-0.932236,0.123275,-0.095961,0.079437,13.253954,-30.257879,-39.153904,,,,,,,
1500293020.803564,0.119269,0.353526,-1.002988,-0.398010,1.130479,-0.632020,0.111628,-0.346208,-0.931493,0.008703,-0.062758,0.039312,12.612198,-30.489624,-39.186092,,,,,,,
1500293020.845871,0.128347,0.335577,-1.028695,-0.359095,-1.159860,-0.543618,0.120855,-0.329314,-0.936454,0.131144,-0.104829,0.083656,13.972496,-29.800255,-39.254921,,,,,,,
1500293020.856448,0.112618,0.332425,-1.033931,-0.187631,-1.793346,-0.486448,0.106227,-0.326336,-0.939266,0.277806,-0.111591,-0.111363,13.905696,-29.554733,-39.463703,,,,,,,
1500293020.867026,0.091964,0.332192,-1.038673,0.098848,-2.167570,-0.406301,0.086814,-0.326116,-0.941335,0.184808,-0.078196,-0.183482,12.848676,-29.225563,-40.062607,,,,,,,
1500293020.877602,0.069855,0.335129,-1.043055,0.375007,-2.226367,-0.352986,0.065915,-0.328891,-0.942065,0.205707,-0.075421,-0.182752,12.848676,-29.225563,-40.062607,,,,,,,
1500293020.835295,0.136821,0.340253,-1.023039,-0.376825,-0.415389,-0.609052,0.128575,-0.333725,-0.933861,0.123424,-0.100418,0.081062,13.972496,-29.800255,-39.254921,,,,,,,
1500293020.888179,0.048305,0.340304,-1.046583,0.537033,-2.103065,-0.259646,0.045517,-0.333773,-0.941554,-0.052078,-0.117200,-0.111837,12.037060,-29.246071,-40.299023,,,,,,,
1500293020.898757,0.029976,0.346498,-1.048828,0.610311,-1.702077,-0.150386,0.028191,-0.339606,-0.940145,-0.006889,0.013694,-0.039942,10.410559,-29.598875,-40.493969,,,,,,,
1500293020.909333,0.014165,0.352860,-1.049981,0.590114,-1.505936,-0.074913,0.013291,-0.345583,-0.938294,0.008010,0.019671,-0.041793,10.410559,-29.598875,-40.493969,,,,,,,
1500293020.919910,-0.001786,0.358317,-1.051024,0.486539,-1.562275,-0.105631,-0.001673,-0.350699,-0.936487,0.022974,0.024786,-0.043600,9.752255,-29.848160,-40.474876,,,,,,,
1500293020.930488,-0.017457,0.362552,-1.052470,0.369305,-1.484568,-0.135782,-0.016321,-0.354661,-0.934852,0.028620,0.184083,-0.005562,8.493820,-30.268915,-40.446041,,,,,,,
1500293020.941064,-0.028751,0.365879,-1.052906,0.309630,-0.906243,0.008608,-0.026845,-0.357770,-0.933424,0.039143,0.187192,-0.006991,8.493820,-30.268915,-40.446041,,,,,,,
1500293020.951641,-0.032507,0.369768,-1.049609,0.387743,-0.014899,0.363392,-0.030304,-0.361399,-0.931919,0.184983,-0.004583,0.181659,7.944852,-30.405621,-40.455063,,,,,,,
1500293020.962219,-0.029060,0.373090,-1.044158,0.288593,0.647031,0.482471,-0.027057,-0.364495,-0.930812,0.107166,0.063637,0.171413,7.561903,-30.752647,-40.265705,,,,,,,
1500293020.972795,-0.023285,0.374189,-1.038553,0.058901,0.725690,0.494044,-0.021672,-0.365518,-0.930552,0.101781,0.064660,0.171153,7.561903,-30.752647,-40.265705,,,,,,,
1500293020.983372,-0.019442,0.373240,-1.032660,-0.116805,0.499747,0.531224,-0.018103,-0.364635,-0.930975,0.177694,0.004817,0.072073,7.701566,-30.890205,-40.133724,,,,,,,
1500293020.993950,-0.019789,0.371382,-1.025867,-0.166634,0.088299,0.632364,-0.018439,-0.362904,-0.931644,0.226248,-0.046535,0.007877,7.817842,-30.921986,-40.086739,,,,,,,
1500293021.004526,-0.025775,0.369916,-1.017528,-0.100549,-0.404579,0.774653,-0.024029,-0.361537,-0.932048,0.231838,-0.047902,0.008281,7.817842,-30.921986,-40.086739,,,,,,,
1500293021.015103,-0.037394,0.369243,-1.007354,-0.019333,-0.860309,0.945224,-0.034866,-0.360909,-0.931949,0.242675,-0.048530,0.008182,7.585419,-30.910585,-40.140148,,,,,,,
1500293021.036257,-0.069430,0.368182,-0.984692,-0.019232,-1.142904,0.948952,-0.064725,-0.359920,-0.930735,0.189771,-0.025029,0.018794,6.373748,-31.009300,-40.274471,,,,,,,
1500293021.025681,-0.053116,0.368883,-0.995813,0.012799,-1.148543,1.030881,-0.049519,-0.360574,-0.931415,0.174565,-0.024375,0.019474,6.373748,-31.009300,-40.274471,,,,,,,
1500293021.046834,-0.082973,0.366939,-0.975419,-0.064644,-0.894891,0.776264,-0.077361,-0.358760,-0.930218,0.105239,0.013545,0.128323,5.540172,-31.078056,-40.344711,,,,,,,
1500293021.057412,-0.093348,0.365952,-0.967894,-0.015219,-0.673994,0.649866,-0.087040,-0.357838,-0.929718,0.090275,-0.019558,0.037171,4.176154,-31.123386,-40.473812,,,,,,,
1500293021.067988,-0.099158,0.366033,-0.960516,0.105564,-0.186343,0.654202,-0.092438,-0.357914,-0.929168,0.095673,-0.019482,0.036620,4.176154,-31.123386,-40.473812,,,,,,,
1500293021.078565,-0.103940,0.367837,-0.952269,0.281585,-0.155885,0.731237,-0.096813,-0.359598,-0.928072,-0.013432,0.005517,0.097093,3.730849,-31.154593,-40.493294,,,,,,,
1500293021.089143,-0.106422,0.370265,-0.942088,0.325462,0.224980,0.929771,-0.099023,-0.361862,-0.926957,-0.011222,0.007782,0.095979,3.141855,-31.401678,-40.352173,,,,,,,
1500293021.099719,-0.106249,0.371869,-0.927899,0.261770,0.556870,1.342350,-0.098801,-0.363357,-0.926396,-0.011444,0.009277,0.095418,3.141855,-31.401678,-40.352173,,,,,,,
1500293021.110296,-0.109791,0.372106,-0.908292,0.195904,0.197398,1.825498,-0.102072,-0.363578,-0.925955,0.142721,-0.029977,0.200049,2.945493,-31.568850,-40.236382,,,,,,,
1500293021.120874,-0.121122,0.371310,-0.885687,0.130018,-0.444324,2.018701,-0.112592,-0.362836,-0.925026,-0.086718,0.027860,-0.122582,2.048635,-31.841877,-40.076584,,,,,,,
1500293021.131450,-0.137648,0.368274,-0.862833,-0.088758,-0.889849,2.041560,-0.128014,-0.360006,-0.924126,-0.071296,0.025030,-0.123482,2.048635,-31.841877,-40.076584,,,,,,,
1500293021.142027,-0.163613,0.362666,-0.842867,-0.307254,-2.241981,1.653203,-0.152289,-0.354768,-0.922468,-0.368387,0.114030,-0.145494,1.129614,-31.911812,-40.057396,,,,,,,
1500293021.152605,-0.202481,0.355976,-0.839694,-0.691947,-3.804289,-0.119793,-0.188493,-0.348505,-0.918158,-0.459304,0.197184,0.203742,-1.592818,-31.694046,-40.214241,,,,,,,
1500293021.163181,-0.239267,0.348461,-0.855439,-1.031617,-3.963853,-1.471010,-0.222747,-0.341452,-0.913123,-0.425049,0.190130,0.198707,-1.592818,-31.694046,-40.214241,,,,,,,
1500293021.173759,-0.270288,0.345298,-0.875188,-0.578803,-3.365432,-1.603605,-0.251249,-0.338477,-0.906812,0.049803,0.061255,0.081509,-3.123106,-31.347122,-40.396023,,,,,,,
1500293021.194912,-0.309309,0.354781,-0.885408,0.743939,-1.332717,0.232779,-0.285443,-0.347385,-0.893222,0.083996,0.070164,0.067920,-5.114711,-30.902914,-40.534973,,,,,,,
1500293021.184336,-0.292892,0.348371,-0.887101,0.173640,-2.206771,-0.870301,-0.271379,-0.341367,-0.899901,0.069932,0.064146,0.074599,-5.114711,-30.902914,-40.534973,,,,,,,
1500293021.205490,-0.327616,0.361111,-0.874022,0.898604,-1.424832,0.891787,-0.301033,-0.353314,-0.885747,0.632302,-0.139362,-0.058894,-5.749115,-31.081305,-40.312958,,,,,,,
1500293021.216067,-0.350375,0.366134,-0.862270,0.745624,-1.862686,0.732286,-0.320499,-0.358009,-0.876989,0.149646,-0.098519,0.173361,-7.397531,-31.694729,-39.559517,,,,,,,
1500293021.226643,-0.373838,0.370619,-0.857748,0.463890,-2.115513,0.046289,-0.340395,-0.362193,-0.867725,0.169543,-0.094335,0.164097,-7.397531,-31.694729,-39.559517,,,,,,,
1500293021.237221,-0.396130,0.374419,-0.860362,0.175713,-2.216824,-0.443292,-0.359119,-0.365732,-0.858646,0.017322,-0.129004,0.373631,-8.394798,-31.930048,-39.169296,,,,,,,
1500293021.247798,-0.418005,0.376818,-0.866713,-0.075726,-2.317260,-0.645351,-0.377457,-0.367964,-0.849781,-0.013244,-0.005922,0.402424,-9.991108,-32.198254,-38.570518,,,,,,,
1500293021.258374,-0.440949,0.377441,-0.875623,-0.332187,-2.557342,-0.763549,-0.396756,-0.368542,-0.840691,0.006055,-0.005344,0.393334,-9.991108,-32.198254,-38.570518,,,,,,,
1500293021.268952,-0.466912,0.376858,-0.886227,-0.489576,-2.910414,-0.821132,-0.418543,-0.368001,-0.830299,0.027842,-0.005885,0.382942,-10.720257,-32.213757,-38.361240,,,,,,,
1500293021.279529,-0.494971,0.375424,-0.894517,-0.420849,-2.906782,-0.445528,-0.441923,-0.366667,-0.818694,0.319120,-0.017610,0.319945,-12.447870,-32.052467,-37.972679,,,,,,,
1500293021.290105,-0.523052,0.371931,-0.893251,-0.165268,-2.486245,0.515284,-0.465373,-0.363415,-0.807067,0.342570,-0.020862,0.308319,-12.447870,-32.052467,-37.972679,,,,,,,
,,,,,,,,,,,,,,,,46.907998,-94.376837,436.590942,0.000000,34.804688,1500293020.999921,
1500293021.300683,-0.547097,0.365961,-0.883192,-0.015539,-1.735319,1.154525,-0.485762,-0.357847,-0.797484,0.701582,-0.216937,0.401351,-13.502069,-31.938200,-37.707825,,,,,,,
1500293021.311260,-0.565698,0.358490,-0.873257,-0.174782,-1.382971,1.072933,-0.501930,-0.350860,-0.790546,0.063209,0.200683,0.436252,-15.684812,-31.577518,-37.162910,,,,,,,
1500293021.321836,-0.586350,0.352856,-0.865447,0.010302,-1.891494,0.808786,-0.519234,-0.345579,-0.781647,0.080513,0.195402,0.427353,-15.684812,-31.577518,-37.162910,,,,,,,
1500293021.332414,-0.619461,0.352013,-0.855862,0.552257,-3.132866,0.743151,-0.544994,-0.344788,-0.764266,0.200756,0.158326,0.259139,-16.583447,-31.342743,-36.971020,,,,,,,
1500293021.353567,-0.711050,0.357278,-0.831950,0.901090,-4.185087,0.619759,-0.611418,-0.349726,-0.709831,0.296827,0.296488,0.542839,-19.228130,-31.362961,-35.649380,,,,,,,
1500293021.342991,-0.663268,0.354264,-0.843904,0.854047,-3.892385,0.702999,-0.577462,-0.346900,-0.739052,0.262872,0.293662,0.572060,-19.228130,-31.362961,-35.649380,,,,,,,
1500293021.364145,-0.760486,0.360483,-0.818602,1.071972,-4.224794,0.711194,-0.644972,-0.352726,-0.677935,0.330381,0.299488,0.510943,-20.930481,-31.541069,-34.515369,,,,,,,
1500293021.374722,-0.809901,0.362872,-0.801504,1.273267,-4.061004,0.988207,-0.677059,-0.354961,-0.644666,0.388271,0.317562,0.582227,-24.347523,-31.927307,-31.813198,,,,,,,
1500293021.385298,-0.859841,0.362865,-0.781728,1.288218,-4.060815,1.223133,-0.708398,-0.354954,-0.610066,0.419610,0.317555,0.547627,-24.347523,-31.927307,-31.813198,,,,,,,
1500293021.395876,-0.909426,0.359748,-0.762673,1.038437,-4.046933,1.320114,-0.738634,-0.352039,-0.574881,0.218813,0.513492,0.791129,-26.038349,-32.068638,-30.295895,,,,,,,
1500293021.417029,-1.005106,0.342270,-0.730184,0.558526,-3.984339,1.659813,-0.795250,-0.335627,-0.504908,0.324120,0.512308,0.749171,-29.379713,-31.977280,-27.175734,,,,,,,
1500293021.406453,-0.957744,0.352824,-0.745823,0.744785,-3.994682,1.451560,-0.767514,-0.345550,-0.539924,0.296383,0.522231,0.784187,-29.379713,-31.977280,-27.175734,,,,,,,
1500293021.427607,-1.053379,0.327966,-0.714651,0.481553,-4.121025,1.951779,-0.822776,-0.322118,-0.468273,0.346549,0.665090,0.657741,-30.996582,-31.692879,-25.671148,,,,,,,
1500293021.438184,-1.103399,0.309226,-0.698312,0.448995,-4.283098,2.369631,-0.850401,-0.304321,-0.429194,0.374174,0.647293,0.618662,-34.326687,-30.642811,-22.515137,,,,,,,
1500293021.448761,-1.154702,0.285544,-0.681079,0.456744,-4.400485,2.781507,-0.877638,-0.281679,-0.387825,0.401411,0.624651,0.577293,-34.326687,-30.642811,-22.515137,,,,,,,
1500293021.459338,-1.206085,0.258242,-0.663711,0.488899,-4.410334,3.054307,-0.903248,-0.255381,-0.344852,0.244649,0.751368,0.546100,-36.108891,-29.819553,-20.764809,,,,,,,
1500293021.469915,-1.256398,0.227794,-0.646915,0.494780,-4.361685,3.273534,-0.926416,-0.225829,-0.301256,0.049692,0.854552,0.538713,-39.683384,-27.612862,-16.940884,,,,,,,
1500293021.480491,-1.304975,0.193660,-0.630814,0.513223,-4.239683,3.652126,-0.946840,-0.192451,-0.257791,0.070116,0.821175,0.495248,-39.683384,-27.612862,-16.940884,,,,,,,
1500293021.491069,-1.352188,0.155421,-0.614946,0.584994,-4.164722,3.889748,-0.964434,-0.154796,-0.214257,-0.119169,0.840983,0.422570,-41.363354,-26.269073,-14.941330,,,,,,,
1500293021.501646,-1.397176,0.115674,-0.599852,0.678350,-4.066869,4.001409,-0.978383,-0.115417,-0.171595,-0.211054,0.825866,0.374842,-44.497742,-22.944286,-10.851054,,,,,,,
1500293021.512222,-1.442361,0.074689,-0.586155,0.686141,-4.158749,4.012034,-0.988999,-0.074619,-0.127726,-0.200439,0.785069,0.330973,-44.497742,-22.944286,-10.851054,,,,,,,
1500293021.522800,-1.486340,0.033081,-0.574905,0.627019,-4.068532,4.056519,-0.995890,-0.033074,-0.084310,-0.330297,0.861230,0.319494,-45.859184,-21.094000,-8.730006,,,,,,,
1500293021.543953,-1.561537,-0.060956,-0.557585,0.609281,-3.150129,4.756580,-0.998100,0.060919,-0.009242,-0.328087,0.767237,0.244425,-48.072559,-17.139215,-4.417094,,,,,,,
1500293021.533378,-1.526941,-0.011825,-0.565406,0.630337,-3.722669,4.387103,-0.998969,0.011825,-0.043838,-0.327218,0.816331,0.279022,-48.072559,-17.139215,-4.417094,,,,,,,
1500293021.554531,-1.590087,-0.113724,-0.552388,0.473404,-2.617826,5.053815,-0.993356,0.113479,0.019164,-0.399589,0.754303,0.251404,-48.961361,-14.863043,-2.471724,,,,,,,
1500293021.565109,-1.614105,-0.168776,-0.551216,0.207601,-2.179745,5.243112,-0.984867,0.167976,0.042680,-0.606182,0.794061,0.172500,-50.307568,-9.647589,0.554329,,,,,,,
1500293021.575685,-1.634049,-0.225382,-0.554064,-0.040034,-1.717215,5.398230,-0.972760,0.223478,0.061611,-0.618289,0.738558,0.153568,-50.307568,-9.647589,0.554329,,,,,,,
1500293021.586262,-1.650026,-0.283379,-0.560450,-0.239227,-1.246221,5.545990,-0.957104,0.279602,0.075990,-0.785923,0.672471,-0.001451,-50.743404,-6.822934,1.670084,,,,,,,
1500293021.596839,-1.662969,-0.342268,-0.569593,-0.370819,-0.861661,5.630919,-0.937997,0.335624,0.086704,-0.958945,0.651528,-0.210682,-51.123333,-0.893979,3.136895,,,,,,,
1500293021.607415,-1.672944,-0.400969,-0.580643,-0.442217,-0.462913,5.611836,-0.915884,0.390310,0.093882,-0.981058,0.596842,-0.217860,-51.123333,-0.893979,3.136895,,,,,,,
1500293021.617993,-1.679371,-0.458713,-0.592816,-0.467683,-0.019958,5.508456,-0.891343,0.442795,0.097160,-1.005599,0.544357,-0.221137,-51.059422,2.134093,3.551855,,,,,,,
1500293021.628571,-1.682159,-0.514993,-0.605302,-0.449236,0.388273,5.368178,-0.864905,0.492529,0.096718,-1.102319,0.370646,-0.353111,-50.452991,8.044271,3.744357,,,,,,,
1500293021.639147,-1.681319,-0.569275,-0.617834,-0.444131,0.789942,5.156916,-0.837153,0.539021,0.092903,-1.130071,0.324153,-0.349297,-50.452991,8.044271,3.744357,,,,,,,
1500293021.649724,-1.677332,-0.621344,-0.630590,-0.464131,1.129956,4.956438,-0.808487,0.582129,0.086460,-1.122482,0.191309,-0.411564,-49.940228,10.851671,3.528357,,,,,,,
1500293021.660301,-1.671697,-0.671280,-0.643604,-0.486954,1.309472,4.745511,-0.779043,0.621989,0.078874,-1.060053,0.094869,-0.477448,-48.582893,16.039310,2.584128,,,,,,,
1500293021.670877,-1.665686,-0.719292,-0.656192,-0.456503,1.329238,4.565685,-0.748888,0.658852,0.071276,-1.090208,0.058006,-0.469851,-48.582893,16.039310,2.584128,,,,,,,
1500293021.681455,-1.659727,-0.765620,-0.667928,-0.393251,1.312683,4.391794,-0.718104,0.692984,0.064030,-0.934972,-0.038962,-0.416035,-47.758759,18.421183,1.998826,,,,,,,
1500293021.692033,-1.654373,-0.810585,-0.678729,-0.334635,1.184482,4.277406,-0.686670,0.724690,0.057523,-0.797873,-0.122136,-0.323347,-45.861412,22.807615,0.882086,,,,,,,
1500293021.702609,-1.651591,-0.854887,-0.689094,-0.314804,0.914606,4.210196,-0.654163,0.754497,0.052968,-0.830380,-0.151942,-0.318792,-45.861412,22.807615,0.882086,,,,,,,
1500293021.713186,-1.653072,-0.898059,-0.700162,-0.340662,0.572772,4.096236,-0.621021,0.782119,0.051211,-0.863522,-0.179565,-0.317034,-44.794800,24.849142,0.425090,,,,,,,
1500293021.723763,-1.659304,-0.939494,-0.712230,-0.364390,0.242539,3.904010,-0.587887,0.807259,0.052169,-0.873966,-0.144326,-0.306213,-42.465244,28.652004,0.003236,,,,,,,
1500293021.734339,-1.669167,-0.977282,-0.725590,-0.397026,0.067541,3.512978,-0.556574,0.828980,0.054928,-0.905279,-0.166047,-0.308971,-42.465244,28.652004,0.003236,,,,,,,
1500293021.744917,-1.679952,-1.009688,-0.738536,-0.324946,-0.007110,2.966850,-0.528957,0.846666,0.057969,-1.051060,-0.107637,-0.333055,-41.273193,30.343979,0.036036,,,,,,,
1500293021.766071,-1.691664,-1.057612,-0.752487,0.089556,-0.012874,1.985038,-0.487372,0.871185,0.059196,-1.037377,-0.221192,-0.367240,-39.195618,32.983044,0.239002,,,,,,,
1500293021.755495,-1.687808,-1.035889,-0.747997,-0.130465,0.032067,2.370897,-0.506276,0.860316,0.059512,-1.018474,-0.210322,-0.367557,-39.195618,32.983044,0.239002,,,,,,,
1500293021.776648,-1.691293,-1.077338,-0.751452,0.329390,-0.065825,1.814605,-0.470240,0.880700,0.056938,-0.891882,-0.346337,-0.339607,-38.397064,33.909210,0.255870,,,,,,,
1500293021.787226,-1.686866,-1.096225,-0.745319,0.520153,-0.102578,1.717590,-0.453883,0.889489,0.052920,-0.908239,-0.355126,-0.335589,-37.032974,35.394688,0.098711,,,,,,,
1500293021.797802,-1.679921,-1.114540,-0.736302,0.579600,-0.098624,1.674718,-0.437970,0.897708,0.047984,-0.924152,-0.363345,-0.330653,-37.032974,35.394688,0.098711,,,,,,,
1500293021.808379,-1.672593,-1.133062,-0.727498,0.523964,-0.042163,1.712941,-0.421694,0.905714,0.043076,-0.896818,-0.340208,-0.119019,-36.390938,36.054539,-0.065662,,,,,,,
1500293021.818957,-1.666366,-1.151952,-0.720698,0.418678,0.017854,1.764690,-0.404849,0.913560,0.038809,-0.907636,-0.345582,0.001611,-35.067608,37.340427,-0.435902,,,,,,,
1500293021.829533,-1.661143,-1.171337,-0.715395,0.354497,0.028339,1.813744,-0.387334,0.921271,0.035090,-0.925150,-0.353293,0.005331,-35.067608,37.340427,-0.435902,,,,,,,
1500293021.840110,-1.656238,-1.190869,-0.710237,0.343643,0.007687,1.828354,-0.369500,0.928692,0.031648,-0.976386,-0.498058,-0.013582,-34.357590,37.992409,-0.606021,,,,,,,
1500293021.850688,-1.651630,-1.210676,-0.705002,0.335916,-0.039786,1.869770,-0.351236,0.935854,0.028454,-0.970587,-0.705157,-0.041866,-32.866993,39.283504,-0.895408,,,,,,,
1500293021.861264,-1.646684,-1.231024,-0.698627,0.363524,-0.122238,1.902440,-0.332313,0.942831,0.025267,-0.989510,-0.712133,-0.038679,-32.866993,39.283504,-0.895408,,,,,,,
1500293021.871841,-1.640313,-1.250512,-0.689887,0.410668,-0.198400,1.777266,-0.314076,0.949146,0.021869,-1.080974,-0.809040,-0.073810,-32.077740,39.927616,-1.019286,,,,,,,
1500293021.882419,-1.630458,-1.267528,-0.676908,0.509136,-0.247875,1.504088,-0.298109,0.954366,0.017807,-1.096941,-0.814259,-0.069748,-30.539650,41.109657,-1.249192,,,,,,,
1500293021.892995,-1.614410,-1.280382,-0.657473,0.627467,-0.224581,1.065997,-0.286077,0.958125,0.012485,-1.108973,-0.818019,-0.064426,-30.539650,41.109657,-1.249192,,,,,,,
1500293021.903572,-1.590757,-1.287500,-0.631002,0.763918,-0.147029,0.505748,-0.279466,0.960139,0.005579,-1.222288,-0.867320,-0.014597,-29.929052,41.551323,-1.404979,,,,,,,
1500293021.914150,-1.559894,-1.288258,-0.597276,0.941554,-0.147840,-0.073222,-0.278778,0.960351,-0.003039,-1.202072,-0.849480,-0.001004,-29.366667,41.929211,-1.942972,,,,,,,
1500293021.924726,-1.523868,-1.282993,-0.557582,1.112320,-0.218055,-0.590065,-0.283535,0.958870,-0.013315,-1.197316,-0.847999,0.009272,-29.366667,41.929211,-1.942972,,,,,,,
1500293021.935303,-1.485435,-1.272501,-0.514136,1.292408,-0.321827,-1.006717,-0.292821,0.955839,-0.025056,-1.029811,-0.732969,0.063615,-29.462669,41.842094,-2.329211,,,,,,,
1500293021.945881,-1.447343,-1.258120,-0.469109,1.456325,-0.513897,-1.276879,-0.305265,0.951514,-0.037879,-0.834978,-0.615607,0.115164,-30.265320,41.204361,-3.231970,,,,,,,
1500293021.956457,-1.412418,-1.241169,-0.424294,1.577347,-0.790313,-1.432323,-0.319639,0.946163,-0.051051,-0.820605,-0.610256,0.128337,-30.265320,41.204361,-3.231970,,,,,,,
1500293021.967034,-1.382741,-1.222772,-0.381290,1.645189,-1.112272,-1.488785,-0.335028,0.940048,-0.063757,-0.805215,-0.604141,0.141043,-30.858818,40.722923,-3.689373,,,,,,,
1500293021.977612,-1.359844,-1.204190,-0.341381,1.632878,-1.461574,-1.452280,-0.350503,0.933549,-0.075056,-0.684119,-0.479173,0.202360,-32.193016,39.606453,-4.378765,,,,,,,
1500293021.988188,-1.345681,-1.185840,-0.306396,1.532211,-1.825179,-1.424310,-0.366044,0.926815,-0.083823,-0.668578,-0.472438,0.211127,-32.193016,39.606453,-4.378765,,,,,,,
1500293021.998765,-1.340296,-1.167469,-0.276906,1.399591,-2.142148,-1.471980,-0.382101,0.919760,-0.089668,-0.703944,-0.381369,0.225242,-32.867218,39.033470,-4.513187,,,,,,,
1500293022.009343,-1.343270,-1.147816,-0.253114,1.275928,-2.405838,-1.665054,-0.399901,0.911870,-0.092591,-0.915529,-0.259968,0.099290,-34.252342,37.858040,-4.216724,,,,,,,
1500293022.019919,-1.351988,-1.125593,-0.233121,1.237325,-2.577023,-1.947160,-0.420373,0.902523,-0.093478,-0.895056,-0.250622,0.100176,-34.252342,37.858040,-4.216724,,,,,,,
1500293022.030496,-1.363227,-1.100053,-0.214332,1.298486,-2.677891,-2.271905,-0.443813,0.891232,-0.093468,-1.018086,-0.185238,-0.070884,-35.043907,37.169712,-3.817282,,,,,,,
1500293022.051650,-1.388222,-1.038783,-0.177661,1.394650,-2.682583,-2.941357,-0.498839,0.861787,-0.092101,-0.993517,-0.087816,-0.111360,-36.909630,35.413712,-2.789768,,,,,,,
1500293022.041074,-1.375201,-1.071216,-0.195490,1.376322,-2.714830,-2.591508,-0.469923,0.877784,-0.093105,-1.022432,-0.103812,-0.110356,-36.909630,35.413712,-2.789768,,,,,,,
1500293022.062227,-1.401840,-1.003359,-0.161692,1.341966,-2.533701,-3.229470,-0.529820,0.843281,-0.090378,-0.962536,-0.069310,-0.113083,-37.970242,34.315342,-2.225426,,,,,,,
1500293022.072805,-1.415927,-0.965343,-0.148350,1.233828,-2.333027,-3.496509,-0.562323,0.822244,-0.087790,-0.886499,0.000861,-0.101496,-40.264267,31.653111,-1.050726,,,,,,,
1500293022.083381,-1.430180,-0.925430,-0.138010,1.081501,-2.071362,-3.694728,-0.595554,0.798880,-0.084301,-0.853268,0.024225,-0.104984,-40.264267,31.653111,-1.050726,,,,,,,
1500293022.093958,-1.444067,-0.884268,-0.130602,0.899049,-1.790928,-3.830433,-0.628772,0.773452,-0.080113,-0.748272,0.099305,-0.106090,-41.441891,30.109669,-0.460629,,,,,,,
1500293022.104536,-1.457434,-0.842317,-0.125982,0.712508,-1.533811,-3.925849,-0.661463,0.746187,-0.075308,-0.686224,0.192655,-0.145686,-43.719196,26.691704,0.647636,,,,,,,
1500293022.115112,-1.470082,-0.799675,-0.123240,0.575039,-1.345728,-4.005693,-0.693408,0.717129,-0.070073,-0.654278,0.221713,-0.150920,-43.719196,26.691704,0.647636,,,,,,,
1500293022.125689,-1.482122,-0.756790,-0.121468,0.483896,-1.235417,-4.039407,-0.724187,0.686591,-0.064386,-0.602244,0.295846,-0.276725,-44.781860,24.849209,1.155993,,,,,,,
1500293022.136267,-1.493500,-0.713371,-0.119555,0.477550,-1.187869,-4.086926,-0.753902,0.654387,-0.058390,-0.572529,0.328050,-0.282720,-46.693039,20.963085,2.131561,,,,,,,
1500293022.146843,-1.503952,-0.669783,-0.116843,0.501447,-1.141887,-4.100221,-0.782206,0.620816,-0.052364,-0.544225,0.361621,-0.288746,-46.693039,20.963085,2.131561,,,,,,,
1500293022.157420,-1.513378,-0.626102,-0.112911,0.571165,-1.109323,-4.105053,-0.808982,0.585991,-0.046501,-0.497796,0.427391,-0.402473,-47.526638,18.937107,2.615191,,,,,,,
1500293022.167998,-1.521941,-0.582416,-0.107504,0.658347,-1.097422,-4.097751,-0.834140,0.550043,-0.040785,-0.440351,0.502081,-0.462725,-48.917976,14.785060,3.559300,,,,,,,
1500293022.178574,-1.530141,-0.538774,-0.100825,0.741959,-1.110827,-4.095444,-0.857629,0.513084,-0.034887,-0.416861,0.539040,-0.468623,-48.917976,14.785060,3.559300,,,,,,,
1500293022.189151,-1.537805,-0.495380,-0.092730,0.839484,-1.101561,-4.066139,-0.879310,0.475366,-0.029021,-0.330224,0.587577,-0.509676,-49.469105,12.678994,4.035561,,,,,,,
1500293022.199729,-1.545209,-0.452566,-0.083142,0.948357,-1.115538,-4.006349,-0.899033,0.437275,-0.023009,-0.222335,0.594021,-0.492494,-50.273659,8.459833,5.022459,,,,,,,
1500293022.210305,-1.552886,-0.410495,-0.072689,0.994574,-1.148850,-3.936786,-0.916776,0.399063,-0.016422,-0.204592,0.632233,-0.499081,-50.273659,8.459833,5.022459,,,,,,,
1500293022.220883,-1.561136,-0.369164,-0.061927,0.992692,-1.166270,-3.881792,-0.932586,0.360836,-0.009009,-0.123582,0.635273,-0.439340,-50.524372,6.385211,5.545420,,,,,,,
